VTO,taxname,ottid
VTO_0070377,Odontesthes bicudo,3641078
VTO_0070374,Odontesthes retropinnis,3641073
VTO_0070375,Odontesthes humensis,3641069
VTO_0068373,Coelorinchus spinifer,3630682
VTO_0068372,Coelorinchus aratrum,3630669
VTO_0068371,Coelorinchus canus,3630709
VTO_0068370,Coelorinchus maculatus,3630694
VTO_0068377,Coelorinchus multifasciatus,3630678
VTO_0068376,Coelorinchus sparsilepis,3630684
VTO_0068375,Coelorinchus acanthiger,656567
VTO_0068374,Caelorinchus caelorinchus,656552
VTO_0068378,Coelorinchus infuscus,3630738
VTO_0060140,Sturisoma aureum,3622661
VTO_0060141,Sturisoma robustum,3622664
VTO_0060142,Sturisoma panamense,3622657
VTO_0060143,Sturisoma tenuirostre,3622659
VTO_0060144,Sturisoma dariense,3622663
VTO_0060145,Sturisoma kneri,3622662
VTO_0060146,Sturisoma lyra,3622660
VTO_0060147,Pareiorhaphis cameroni,108989
VTO_0060148,Pareiorhaphis mutuca,3622816
VTO_0060149,Pareiorhaphis cerosus,3622817
VTO_0063497,Varicorhinus babeensis,360461
VTO_0063496,Varicorhinus varicostoma,3626854
VTO_0063495,Varicorhinus leleupanus,3626857
VTO_0063494,Varicorhinus pellegrini,3626863
VTO_0063493,Varicorhinus brauni,3626865
VTO_0063492,Varicorhinus ansorgii,3626840
VTO_0063491,Varicorhinus longidorsalis,3626858
VTO_0063490,Varicorhinus pungweensis,3626860
VTO_0063499,Varicorhinus wittei,3626851
VTO_0063498,Varicorhinus platystomus,3626845
VTO_9009661,Pseudocricetodon montalbensis,3610868
VTO_0064719,Abramites hypselonotus,3625691
VTO_0064711,Petulanos,4139018
VTO_0064713,Petulanos plicatus,4139020
VTO_0064712,Petulanos spiloclistron,4139019
VTO_0064715,Gnathodolus,3625684
VTO_0064714,Petulanos intermedius,4139021
VTO_0064717,Gnathodolus bidens,3625694
VTO_9025928,Aepycamelus robustus,3611526
VTO_9025929,Aethomylos simplicidens,4945499
VTO_9007768,Monotrematum,4943688
VTO_9025921,Ligonodina,4144647
VTO_9025922,Lochriea,4142541
VTO_0049508,Scarus ferrugineus,295240
VTO_0049503,Scarus collana,1059682
VTO_0049505,Scarus dubius,295244
VTO_9005138,Gwyneddichnium,4128339
VTO_9033458,Coloborhynchus moroccensis,6149496
VTO_9033457,Acrotemnus,4949741
VTO_9033456,Trematherium,4943535
VTO_9003919,Hypertragulidae,3615488
VTO_0074180,Menticirrhus elongatus,3634362
VTO_0082513,Pristimantis factiosus,4133089
VTO_9029975,Tuscahomys minor,4941241
VTO_9029974,Elrhazosaurus,6150312
VTO_9029973,Tuscahomys medius,4941240
VTO_9029972,Tuscahomys,4941239
VTO_0082515,Pristimantis myersi,4133179
VTO_0082514,Pristimantis muchimuk,6158789
VTO_0082519,Pristimantis lasalleorum,4133259
VTO_9029979,Vieraella herbstii,6158605
VTO_9003914,Sphagesaurus huenei,6158223
VTO_9033450,Trematherium intermixtum,6147647
VTO_9009818,Diacocherus meizon,3616770
VTO_9009819,Deuterogonodon noletil,4943826
VTO_9009812,Xotodon catamarcensis,6147407
VTO_9009813,Toxodontherium minus,6143449
VTO_9009810,Diacodexis kelleyi,4944845
VTO_9009811,Laganemys tenerensis,6155736
VTO_9009816,Diacodexis gracilis,4944846
VTO_9009817,Diacocherus minutus,3616771
VTO_9009814,Laganemys,6155735
VTO_0004070,Mantidactylus,283924
VTO_0042888,Lepidonectes,511830
VTO_0069408,Symphurus melasmatotheca,3640508
VTO_0069409,Symphurus insularis,3640549
VTO_0069406,Symphurus woodmasoni,3640514
VTO_0069407,Symphurus diomedeanus,3640539
VTO_0069405,Symphurus marginatus,3640507
VTO_0069402,Symphurus urospilus,3640530
VTO_0069403,Symphurus elongatus,3640522
VTO_0069400,Symphurus chabanaudi,3640527
VTO_0071613,Fundulopanchax marmoratus,3641386
VTO_0003192,Sphaerotheca,340050
VTO_9009614,Eremotherium elenense,6147692
VTO_9027539,Albertochampsa,3605953
VTO_9027538,Puffinus priscus,3595596
VTO_9007213,Eoalligator,4132193
VTO_9027531,Brasilemys,3606473
VTO_9027533,Cearachelys,4132496
VTO_9027532,Morus vagabundus,6154821
VTO_9027535,Temnocyon typicus,4942128
VTO_9027537,Araripemys,4132524
VTO_0072789,Neomerinthe pallidimacula,3632466
VTO_0072788,Neomerinthe procurva,3632467
VTO_0080917,Cephaloscyllium sarawakensis,3594876
VTO_9012378,Cremastosaurus,4127445
VTO_0080911,Cephaloscyllium pardelotum,3594885
VTO_0080910,Cephaloscyllium zebrum,3594879
VTO_0080913,Cephaloscyllium isabellum,3594883
VTO_0080912,Cephaloscyllium cooki,3594882
VTO_0072781,Neoscorpaena nielseni,3632486
VTO_0072780,Neoscorpaena,3632472
VTO_0072783,Neomerinthe amplisquamiceps,3632470
VTO_0072782,Neomerinthe folgori,3632469
VTO_0072785,Neomerinthe rufescens,3632468
VTO_0072784,Neomerinthe beanorum,3632471
VTO_0072787,Neomerinthe bauchotae,3632465
VTO_0072786,Neomerinthe bathyperimensis,3632464
VTO_9033413,Prozaedius proximus,6147512
VTO_9008626,Obirkovia gladiator,6148976
VTO_0035768,Occidentarius,586606
VTO_0078527,Mugilogobius mertoni,3636960
VTO_0078526,Mugilogobius stigmaticus,3636954
VTO_0078525,Mugilogobius platynotus,3636944
VTO_0078523,Mugilogobius rexi,3636956
VTO_0078520,Mugilogobius fasciatus,3636964
VTO_9008622,Perleidus woodwardi,6142604
VTO_9012371,Melanosaurus maximus,4119702
VTO_9008623,Tawa,6158292
VTO_0076966,Opistognathus seminudus,3634628
VTO_0076969,Opistognathus macrolepis,3634623
VTO_0076968,Opistognathus cuvierii,3634629
VTO_0068805,Acarobythites,3630067
VTO_0084326,Oscaecilia polyzona,3617901
VTO_0084324,Caecilia pachynema,3617881
VTO_0084322,Caecilia antioquiaensis,3617888
VTO_0084323,Caecilia subterminalis,3617874
VTO_0084321,Caecilia abitaguae,3617873
VTO_0084328,Oscaecilia koepckeorum,3617896
VTO_0084329,Oscaecilia bassleri,3617903
VTO_0079526,Linophryne pennibarbata,3630288
VTO_0079698,Stethopristes,3631006
VTO_0079699,Stethopristes eos,3631007
VTO_0079696,Capromimus,3631024
VTO_0079697,Capromimus abbreviatus,3631023
VTO_0079694,Zenion leptolepis,3631004
VTO_0079695,Zenion longipinnis,5342872
VTO_0079692,Cyttomimus stelgis,3631025
VTO_0079693,Cyttomimus affinis,3631026
VTO_0079690,Zenionidae,3631022
VTO_0079691,Cyttomimus,3631021
VTO_0064242,Anabarilius macrolepis,3626882
VTO_0083675,Craugastor chrysozetetes,4133006
VTO_0083674,Haddadus plicifer,3620386
VTO_0083677,Craugastor matudai,4133012
VTO_0083676,Craugastor pozo,4132968
VTO_0083671,Heleophryne orientalis,3619175
VTO_0083670,Heleophryne hewitti,3619174
VTO_0083672,Heleophryne rosei,3619173
VTO_0083679,Craugastor gulosus,4132970
VTO_0083678,Craugastor olanchano,4133016
VTO_9001258,Parasaniwa,4119735
VTO_9001250,Megalosauropus brionensis,4129777
VTO_9001251,Eoungulatum,3616730
VTO_9001252,Necrosaurus,4125960
VTO_9001253,Eoungulatum kudukensis,6143385
VTO_9001254,Eosaniwa,4125962
VTO_9001255,Parazhelestes robustus,3616682
VTO_9001256,Parviderma,4125785
VTO_9001257,Parazhelestes minor,6147794
VTO_9021359,Metacheiromys marshi,3617647
VTO_9021358,Metadjidaumo hendryi,3611151
VTO_0005163,Copiula oxyrhina,378810
VTO_0005162,Copiula,442618
VTO_0005160,Aphantophryne,1018584
VTO_0074226,Squamicreedia obtusa,3639733
VTO_0082984,Kassina cassinoides,3618957
VTO_0082985,Kassina fusca,3618949
VTO_0082986,Kassina lamottei,3618950
VTO_0082987,Phlyctimantis boulengeri,3618962
VTO_0082980,Kassina somalica,3618948
VTO_0082981,Kassina schioetzi,3618953
VTO_0082982,Kassina mertensi,3618959
VTO_0082983,Kassina cochranae,3618952
VTO_9023548,Phalarodon major,6149411
VTO_0082988,Phlyctimantis keithae,3618963
VTO_0082989,Chrysobatrachus,3619077
VTO_9023549,Mixosaurus kuhnschnyderi,6149407
VTO_9023544,Bobasatraniidae,4141524
VTO_9023545,Platysomidae,4140294
VTO_9034151,Jianchangornis microdonta,6150801
VTO_9034157,Jianchangornis,6150800
VTO_9034155,Phiomyidae,3610104
VTO_9022288,Aviatyrannis,4129719
VTO_0035300,Corydoras gracilis,733144
VTO_9034158,Chaoyangornithidae,6150714
VTO_9023541,Catopsalis,3615484
VTO_0035302,Corydoras guapore,733148
VTO_9023543,Erectopus superbus,4129353
VTO_9020013,Saurichthys dayi,6142743
VTO_9020012,Rutiodon carolinensis,4128960
VTO_9020011,Mystriosuchus planirostris,4128965
VTO_9020010,Typothorax meadi,4128033
VTO_9020017,Mingotherium holtae,4943482
VTO_9010216,Cynomys vetus,3609049
VTO_9010217,Brillanceausuchus,4127714
VTO_9010214,Dakotadens morrowi,4945493
VTO_9010215,Brillanceausuchus babouriensis,6149948
VTO_9010212,Dakotallomys pelycomyoides,3610484
VTO_9010213,Dakotallomys lillegraveni,3610486
VTO_9010211,Caririsuchus camposi,6148687
VTO_9020014,Coluber robertmertensi,4121501
VTO_9010218,Cynorca hesperia,3611464
VTO_9010219,Tadzhikosuchus,4128784
VTO_0044044,Conodon serrifer,295193
VTO_0044042,Conodon,423199
VTO_0044040,Brachydeuterus,965174
VTO_9020019,Democricetodon similis,3610188
VTO_9015198,Miolania platyceps,6156304
VTO_9015199,Eugnathus altus,6139857
VTO_9015192,Miolaniidae,6156306
VTO_9015193,Cricetulodon sabadellensis,4941041
VTO_9015190,Cricetulodon hartenbergeri,4941042
VTO_9015191,Globicephala melaena melaena,5846407
VTO_9015196,Eugnathus hastingsiae,6139859
VTO_9015197,Sciuravus nitidus,3610516
VTO_9015194,Scheenstia,6140015
VTO_9015195,Scheenstia zappi,6140020
VTO_0061381,Corydoras boehlkei,3623933
VTO_0061380,Corydoras amphibelus,3623920
VTO_0061383,Corydoras bifasciatus,3623916
VTO_0061382,Corydoras surinamensis,3623902
VTO_0061385,Corydoras saramaccensis,3623926
VTO_0061384,Corydoras baderi,3623901
VTO_0061387,Corydoras heteromorphus,3623918
VTO_0061386,Corydoras ortegai,3623937
VTO_0061388,Corydoras sipaliwini,531910
VTO_9021947,Alphadon halleyi,3606773
VTO_9014249,Garzonia typica,6143419
VTO_9014248,Brygmophyseter,3612138
VTO_9014241,Garzonia captiva,6148269
VTO_9014242,Burramys triradiatus,3606915
VTO_9002297,Scleromochlus taylori,4128174
VTO_9014244,Hypsiprymnodon bartholomaii,6148046
VTO_9014247,Garzonia,3617257
VTO_9014246,Brygmophyseter shigensis,3612137
VTO_9002296,Palaeogale sanguinarius,3613119
VTO_9008923,Castromys juniensis,3611188
VTO_9021949,Alphadon attaragos,3606788
VTO_9026445,Propliopithecus haeckeli,4941651
VTO_9008089,Haichemydidae,6156242
VTO_0077403,Epigonus marimonticolus,3634514
VTO_0077405,Epigonus macrops,3634522
VTO_0038085,Hoplocharax goethei,106049
VTO_0061961,Ompok krattensis,670820
VTO_9030915,Echinodon becklesii,4127062
VTO_9002290,Palaeictops borealis,4943518
VTO_0077406,Epigonus occidentalis,3634533
VTO_0077408,Rosenblattia robusta,3634547
VTO_0061960,Ompok platyrhynchus,3621770
VTO_9005928,Interodon,3616582
VTO_9005929,Lycosaurus,4128606
VTO_9005922,Palaehoplophorus scalabrini,6147460
VTO_9005923,Diodomus copei,6147657
VTO_9005921,Palaehoplophorus pressulus,6147463
VTO_9005926,Alopecodon rugosus,6148486
VTO_9030432,Erythrosuchus africanus,6149020
VTO_9005924,Pliomorphus mutilatus,6147678
VTO_9005925,Pliomorphus robustus,6147679
VTO_9013738,Microsuchus schilleri,6149997
VTO_9013739,Odontaspis rutoti,3595082
VTO_9030433,Rhynchosauroides tirolicus,4144439
VTO_9013731,Stroinolepis,6177133
VTO_9013732,Odontaspis macrota,3595080
VTO_9013734,Lamna mediavia,3595146
VTO_9013735,Listrognathosuchus multidentatus,6149894
VTO_9013736,Sacabambaspis janvieri,4142153
VTO_9013737,Odontaspis verticalis,3595098
VTO_9002292,Palaechthon torrejonius,3607984
VTO_9019558,Lepidotus subovatus,6140005
VTO_9019559,Chianshania,3607463
VTO_9019557,Idiognathodus lanceolatus,6159775
VTO_9019555,Idiognathodus megistus,6159778
VTO_9019551,Lepidotus macrocheirus,6139998
VTO_9030438,Merychyus minimus,4944444
VTO_0037016,Parotocinclus collinsae,144212
VTO_0037015,Parotocinclus spilosoma,406934
VTO_0037013,Parotocinclus britskii,406936
VTO_0037011,Parotocinclus aripuanensis,373906
VTO_0064261,Nematabramis alestes,3626556
VTO_0064260,Pungtungia hilgendorfi,3626135
VTO_0064263,Nematabramis borneensis,3626554
VTO_0064262,Nematabramis steindachnerii,3626555
VTO_0064265,Procypris mera,3626291
VTO_0064264,Protochondrostoma genei,587425
VTO_0064267,Lobocheilos schwanenfeldii,239124
VTO_0074177,Menticirrhus ophicephalus,3634361
VTO_9026442,Caracal serval,86170
VTO_0061965,Ompok siluroides,670820
VTO_9030070,Xenorophus sloanii,4942499
VTO_0061964,Ompok hypophthalmus,3621775
VTO_9030071,Balaenoptera ryani,800316
VTO_0063129,Barbodes sunieri,3626985
VTO_0063128,Barbodes mahakkamensis,3626984
VTO_0063127,Barbodes colemani,3626987
VTO_0063126,Barbodes platysoma,3626989
VTO_0063125,Barbodes shanensis,3626998
VTO_0063124,Barbodes polylepis,3626986
VTO_0063123,Barbodes belinka,3626983
VTO_0063122,Barbodes sarana,670833
VTO_0063121,Luciocyprinus langsoni,3627538
VTO_0063120,Luciocyprinus striolatus,3627589
VTO_9007788,Heteroptychodus,4141196
VTO_9007789,Soricomorpha,796664
VTO_0062298,Aborichthys rosammai,3628397
VTO_0062299,Aborichthys elongatus,3628386
VTO_9007780,Moorevillia hardi,4949649
VTO_9007781,Centetodon,4943740
VTO_0062294,Orthrias bergianus,3627937
VTO_0062295,Orthrias persus,3627950
VTO_9007785,Gryphodobatis,4139222
VTO_0062290,Orthrias frenatus,3627947
VTO_0062291,Orthrias farsicus,3627934
VTO_0064849,Microstomatichthyoborus,3625935
VTO_0064848,Hypomasticus garmani,4139026
VTO_0064845,Hypomasticus pachycheilus,4139024
VTO_0064844,Hypomasticus mormyrops,4139023
VTO_0064847,Hypomasticus megalepis,4139029
VTO_9018606,Cooleyella simplex,6139136
VTO_0064841,Pseudanos gracilis,3625681
VTO_0064843,Hypomasticus despaxi,4139027
VTO_0064842,Hypomasticus,4139022
VTO_9000833,Waengsjoeaspis nahanniensis,6139124
VTO_9001939,Psammodus salopiensis,6160108
VTO_9000831,Eileanchelys waldmani,6148971
VTO_9000835,Sulakocetus dagestanicus,3612404
VTO_9000834,Waengsjoeaspis platycornis,6139125
VTO_9000839,Tetrasauropus unguiferus,4129190
VTO_0069172,Parabrotulidae,3630088
VTO_0069173,Leucobrotula,3630115
VTO_0069170,Brotulotaenia brevicauda,3629733
VTO_0069171,Brotulotaenia nielseni,3629734
VTO_0073238,Gymnogeophagus caaguazuensis,3636347
VTO_0069178,Onuxodon fowleri,3629885
VTO_0069179,Onuxodon margaritiferae,3629886
VTO_0073239,Gymnogeophagus australis,3636344
VTO_9030075,Vanbreenia,4118768
VTO_9001930,Goniacodon,4118783
VTO_0073232,Caprichromis,3636427
VTO_0073231,Katria katria,67054
VTO_0073234,Caprichromis liemi,3636443
VTO_9027080,Manuherikia lacustrina,6151662
VTO_9027082,Rubeostratilia texensis,6158530
VTO_9027084,Hyaenodon weilini,4945284
VTO_0072811,Scorpaena annobonae,3632422
VTO_0072810,Scorpaena papillosa,3632408
VTO_0072813,Scorpaena sumptuosa,3632387
VTO_0072812,Scorpaena brevispina,3632424
VTO_0072815,Scorpaena hatizyoensis,3632405
VTO_0072814,Scorpaena angolensis,3632432
VTO_0072817,Scorpaena dispar,3632423
VTO_0072816,Scorpaena ascensionis,3632402
VTO_0072819,Scorpaena stephanica,3632406
VTO_0072818,Scorpaena russula,3632425
VTO_9005144,Orthodactylus howelli,6156724
VTO_9005145,Beneziphius,4942260
VTO_9005146,Ankylosaurus,4946546
VTO_9005147,Procolophonipus vonhuenei,4128509
VTO_9005140,Chirotherium huberi,4946501
VTO_9005141,Wanosuchidae,6158440
VTO_9005142,Wanosuchus atresus,6158441
VTO_9005143,Wanosuchus,4126286
VTO_9005148,Ziphirostrum recurvus,4942214
VTO_9005149,Euoplocephalus,4946529
VTO_9033754,Apsaravis ukhaana,3603114
VTO_9033756,Mirischia,4126510
VTO_9033752,Boualitomus,4945378
VTO_0069976,Hollardia meadi,3631384
VTO_0069975,Hollardia hollardi,3631387
VTO_9030469,Cervus albirostris,345531
VTO_9030467,Xenorhinotherium bahiense,6146996
VTO_0069972,Tydemania navigatoris,3631396
VTO_9030465,Sclerorhynchidae,3595349
VTO_9030464,Lycorhinus angustidens,4126675
VTO_9030462,Trachyrhynchus,148516
VTO_9030460,Hyporhinidae,4125945
VTO_9028361,Dasyatis africana,6139142
VTO_9028360,Dasyatis ujo,849605
VTO_9028363,Dasyatis cavernosa,6139145
VTO_9028362,Dasyatis branisai,6139144
VTO_9028365,Dasyatis hexagonalis,6139150
VTO_9028364,Dasyatis davisi,6139148
VTO_9028367,Triodus,5294777
VTO_9028366,Brodiechelys,4128828
VTO_9028369,Triodus moorei,6160306
VTO_9028368,Brodiechelys brodiei,6155806
VTO_0069971,Tydemania,3631397
VTO_0064774,Leporinus latofasciatus,3625699
VTO_0079279,Callionymus margaretae,3632675
VTO_0077427,Assessor macneilli,3633780
VTO_9028949,Provelosaurus,4128702
VTO_9028945,Protosqualus glickmani,6139573
VTO_9028944,Protosqualus sigei,6139574
VTO_9028947,Protanystropheus antiquus,6158281
VTO_9028946,Belemnobatis picteti,6139248
VTO_9028941,Augustaburiania vatagini,6158278
VTO_9028940,Augustaburiania,6158277
VTO_9028943,Belemnobatis variabilis,6139251
VTO_9028942,Protanystropheus,6158280
VTO_0075959,Lycodes paucilepidotus,3632926
VTO_0075958,Lycodes obscurus,3632932
VTO_0075951,Lycodes uschakovi,3632933
VTO_0075950,Lycodes ygreknotatus,3632941
VTO_0075953,Lycodes fasciatus,5924591
VTO_0075952,Lycodes macrochir,3632949
VTO_0075955,Lycodes matsubarai,3632921
VTO_0075954,Lycodes microporus,3632931
VTO_0075957,Lycodes semenovi,3632929
VTO_0075956,Lycodes albolineatus,3632955
VTO_9029011,Dinosorex engesseri,3616182
VTO_9029012,Pakasuchus kapilimai,6149535
VTO_9029013,Desmatochelyidae,3606510
VTO_9029014,Pakasuchus,6149534
VTO_9029015,Desmatochelys lowi,3606400
VTO_9029017,Platypterix,6139254
VTO_9029018,Adamantinasuchus,6148446
VTO_9029019,Platypterix venustulus,6139255
VTO_9008640,Jachaleria candelariensis,6375800
VTO_9008642,Domnina dakotensis,4119012
VTO_9008643,Domnina gradata,4119014
VTO_9008644,Domnina greeni,4119015
VTO_9008645,Domnina thompsoni,4119013
VTO_9008646,Domninoides hessei,3614327
VTO_9008647,Hyperodapedon mariensis,6156529
VTO_9008649,Potanichthys,4145028
VTO_9009996,Nosella europaea,3615998
VTO_9009995,Leptostyrax,3595217
VTO_9009994,Stromerius,4942608
VTO_9009993,Stromerius nidensis,4942609
VTO_9009992,Masracetus,4942610
VTO_9009991,Masracetus markgrafi,4942611
VTO_9009990,Otodus,3595198
VTO_9009998,Nosella,3615999
VTO_0004548,Limnodynastes peronii,276279
VTO_0004549,Limnodynastes salmini,952131
VTO_0004546,Limnodynastes,336756
VTO_0004544,Notaden melanoscaphus,660960
VTO_0004542,Adelotus brevis,276282
VTO_0004543,Notaden,660957
VTO_0004541,Adelotus,276281
VTO_0068654,Batrachomoeus dahli,3630469
VTO_0068655,Batrachomoeus occidentalis,3630471
VTO_0068656,Perulibatrachus rossignoli,3630466
VTO_0068657,Perulibatrachus kilburni,3630465
VTO_0068650,Thalassophryne montevidensis,3630473
VTO_0068651,Thalassophryne megalops,3630474
VTO_0068652,Batrachomoeus rubricephalus,3630472
VTO_0068653,Batrachomoeus dubius,3630470
VTO_0068658,Vladichthys,5558357
VTO_0068659,Vladichthys gloverensis,464963
VTO_9030876,Guiyu,4142107
VTO_0077422,Paraplesiops poweri,3633809
VTO_0081963,Hypsiboas atlanticus,3619826
VTO_0081962,Hypsiboas buriti,3619857
VTO_0081961,Hypsiboas rhythmicus,3619831
VTO_0081960,Hypsiboas pulidoi,3619833
VTO_0081966,Dendropsophus haddadi,4133364
VTO_0081965,Hypsiboas alemani,3619851
VTO_0081964,Hypsiboas hypselops,3619843
VTO_0081969,Dendropsophus xapuriensis,4133374
VTO_0081968,Dendropsophus elianeae,4133383
VTO_9011986,Gobisaurus,4946562
VTO_0034315,Callechelys,764708
VTO_9022956,Barameda,4142584
VTO_9022950,Cetotherium mayeri,4942423
VTO_9022951,Plastomenus costatus,4132334
VTO_0049861,Stiphodon percnopterygionus,1048889
VTO_0049866,Stiphodon hydroreibatus,461301
VTO_0068599,Diretmoides pauciradiatus,3642487
VTO_9021059,Drusilasaura,6148958
VTO_0068598,Kryptophanaron alfredi,3642430
VTO_9016531,Schlosseria,4942764
VTO_9016530,Pseudoblastomeryx advena,4118965
VTO_9016532,Pataecops,3632332
VTO_9016535,Aphelops,4118061
VTO_9016534,Eoletes,4942754
VTO_9016537,Brachypotherium,4942697
VTO_9016539,Chilotherium,4942700
VTO_0035025,Glanidium,297547
VTO_0035024,Centromochlus existimatus,90511
VTO_9023667,Temnodontosaurus trigonodon,6149317
VTO_9023600,Kuehneotherium,4943910
VTO_0006791,Sphaenorhynchus,1026159
VTO_0006792,Sphaenorhynchus lacteus,665079
VTO_0006795,Scarthyla,72615
VTO_0006799,Nyctimantis,1087156
VTO_0081275,Pedostibes everetti,3619576
VTO_9009028,Koobor notabilis,6148169
VTO_9020558,Tseajaiidae,3621159
VTO_9020559,Solenodonsauridae,3620845
VTO_9020557,Solenodonsaurus,4133803
VTO_9020554,Leptalestes krejcii,3606851
VTO_9020555,Leptalestes prokrejcii,3606816
VTO_9020552,Aletridelphys clemensi,3606804
VTO_9020553,Leptalestes,3606817
VTO_9020550,Leptalestes cooki,3606848
VTO_9020551,Aquiladelphidae,3606831
VTO_9021609,Cherninia,3621376
VTO_9021608,Microcnus,740210
VTO_9021607,Miocnus antillensis,4943421
VTO_9021606,Mesocnus browni,4943416
VTO_9021601,Terminonatator ponteixensis,4946294
VTO_9021603,Oplosaurus,4946661
VTO_9021602,Terminonatator,4946293
VTO_0077948,Rhinogobius wangchuangensis,3637063
VTO_0077949,Rhinogobius lentiginis,3637082
VTO_0077941,Rhinogobius nandujiangensis,3637088
VTO_0077942,Rhinogobius henryi,3637045
VTO_0077943,Rhinogobius honghensis,3637069
VTO_0077944,Rhinogobius wuyanlingensis,3637091
VTO_0077945,Rhinogobius maculicervix,3637047
VTO_0077946,Rhinogobius delicatus,3637050
VTO_0077947,Rhinogobius multimaculatus,3637071
VTO_9033109,Psammosteus,4143291
VTO_9009025,Phascolarctos stirtoni,6148179
VTO_9033105,Eodelphis browni,3606834
VTO_9033104,Eoconodon nidhoggi,4118792
VTO_9033107,Eoconodon coryphaeus,4118790
VTO_0081278,Mertensophryne loveridgei,53733
VTO_9033101,Shastasaurus alexandrae,6158190
VTO_9033103,Rotaurisaurus contundo,6159398
VTO_9033102,Tirraturhinus,6159427
VTO_0075542,Salarias reticulatus,3639486
VTO_0075543,Salarias guttatus,3639368
VTO_0075540,Salarias nigrocinctus,3639363
VTO_0075541,Salarias sinuosus,3639371
VTO_0075546,Alloblennius pictus,3639658
VTO_0075547,Alloblennius jugularis,3639608
VTO_0075544,Salarias sexfilum,3639365
VTO_0075545,Alloblennius,3639607
VTO_0075548,Alloblennius anuchalis,3639606
VTO_0075549,Alloblennius parvus,3639652
VTO_9015840,Cymatorhiza,4948391
VTO_9015842,Cymatorhiza kittsi,4948392
VTO_9015844,Cotylorhynchus bransoni,4946139
VTO_9015846,Vincelestes neuquenianus,3616414
VTO_9015849,Lepidotus latifrons,6139996
VTO_9024385,Gradiornis walbeckensis,3600046
VTO_9024384,Berruornis,3602722
VTO_9024383,Berruornis halbedeli,3602802
VTO_9024382,Walbeckornis,3600066
VTO_9024381,Walbeckornis creber,3600065
VTO_9024380,Cervus dawkinsi,3611930
VTO_0083864,Austrochaperina mehelyi,3618780
VTO_0083867,Austrochaperina hooglandi,3618765
VTO_0083860,Austrochaperina parkeri,3618777
VTO_0041011,Acantopsis dialuzona,824657
VTO_0004937,Plethodontohyla,828948
VTO_0004935,Platypelis tetra,327333
VTO_9032408,Wodnika striatula,6160292
VTO_0046748,Pomacentrus arabicus,919425
VTO_0046746,Pomacentrus agassizii,919428
VTO_0046742,Pomacentrus sulfureus,443964
VTO_0046740,Pomacentrus baenschi,443961
VTO_9024929,Kipalaichthys sekirskyi,6140457
VTO_9024928,Thinocetus arthritus,4119429
VTO_9024923,Piscocetus,3612435
VTO_9024920,Mosasaurus mangahouangae,4946024
VTO_9024927,Kipalaichthys,4144232
VTO_9024926,Thinocetus,4119428
VTO_9024925,Piscocetus sacaco,3612484
VTO_9032404,Haquiena,3617713
VTO_9034439,Polacanthus foxii,4946749
VTO_9025038,Edmontoniidae,4140905
VTO_9025039,Trocharion albanense,4117963
VTO_9025037,Pseudocyon steinheimensis,4942107
VTO_9025032,Cotylorhynchus romeri,4946141
VTO_9025033,Casea rutena,4946151
VTO_9025030,Graecopithecus,3607813
VTO_9025031,Amphigyion,4943515
VTO_9022621,Anomalomys,3610540
VTO_9018195,Hoplictis,3612835
VTO_9018191,Megalichthys hibberti,4144878
VTO_9018190,Leptarctus,4117953
VTO_9018192,Protictis minor,4942175
VTO_9034433,Cadutherium kyaukmagyi,4944908
VTO_9018198,Protictoides aprophatos,6145737
VTO_0078754,Valenciennea immaculata,3637204
VTO_0078755,Valenciennea limicola,3637208
VTO_0078756,Valenciennea persica,3637207
VTO_0078757,Amoya,23580
VTO_0078751,Valenciennea decora,3637205
VTO_0055221,Prognichthys occidentalis,951059
VTO_0055220,Prognichthys glaphyrae,951056
VTO_0082189,Phrynobatrachus cryptotis,3618108
VTO_9022568,Namilamadeta snideri,4943546
VTO_9022565,Stenaulorhynchus stockleyi,4126785
VTO_9022564,Proheptaconus,4944041
VTO_9022567,Proadiantus,4944042
VTO_9022566,Pachytegos stockleyi,4126239
VTO_9022561,Adiantoides leali,4944028
VTO_9022563,Stenaulorhynchus major,4126786
VTO_9022562,Priscileo pitikantensis,6148192
VTO_0038864,Rasbora spilocerca,153715
VTO_0038865,Rasbora vulgaris,153712
VTO_0038860,Rasbora paucisqualis,850538
VTO_0059689,Clarias insolitus,3622364
VTO_0059688,Clarias salae,3622374
VTO_0059687,Clarias olivaceus,3622360
VTO_0059686,Clarias abbreviatus,3622368
VTO_0059683,Clarias sulcatus,3622356
VTO_0059682,Clarias dialonensis,3622372
VTO_0059681,Clarias dumerilii,3622361
VTO_0059680,Clarias laeviceps,3622372
VTO_0001888,Pseudoeurycea cephalica,46151
VTO_0001889,Pseudoeurycea conanti,46155
VTO_0066759,Nettastoma solitarium,3643201
VTO_0066758,Nettastoma falcinaris,3643200
VTO_0066757,Saurenchelys meteori,3643190
VTO_0001881,Nototriton tomamorum,225100
VTO_0066755,Saurenchelys finitimus,3643192
VTO_0001883,Pseudoeurycea maxima,902216
VTO_0066753,Saurenchelys stylura,3643194
VTO_0066752,Saurenchelys cancrivora,3643197
VTO_0066751,Saurenchelys halimyon,3643195
VTO_0001887,Pseudoeurycea brunnata,46165
VTO_9028679,Phuwiangosaurus sirindhornae,4128466
VTO_9028678,Odobenus rosmarus divergens,749624
VTO_0070935,Orestias minimus,3641756
