VTO,taxname,ottid
VTO_0077450,Beliops batanensis,3633823
VTO_0077455,Acanthoclinus marilynae,3633814
VTO_9033499,Ornithostoma sedgwicki,6149778
VTO_9033498,Neoanomoepus perigrinatus,6150262
VTO_9033493,Gyronchus,4949758
VTO_9033492,Gyrodus,4612188
VTO_0080164,Alepocephalus dentifer,3642763
VTO_0080165,Alepocephalus blanfordii,3642761
VTO_0080166,Alepocephalus andersoni,3642755
VTO_0080167,Alepocephalus fundulus,3642764
VTO_0080160,Alepocephalus owstoni,3642758
VTO_0080161,Alepocephalus melas,3642757
VTO_0080162,Alepocephalus asperifrons,3642762
VTO_0080163,Alepocephalus planifrons,3642760
VTO_0080168,Alepocephalus longirostris,3642759
VTO_0080169,Alepocephalus triangularis,3642756
VTO_0007996,Typhlonectidae,639647
VTO_0007997,Typhlonectes,639646
VTO_0007992,Caudacaecilia larutensis,475935
VTO_0007998,Typhlonectes natans,639644
VTO_0073203,Tilapia ismailiaensis,3635744
VTO_0073202,Tilapia thysi,3635729
VTO_0073201,Tilapia camerunensis,3635748
VTO_0073200,Tilapia kottae,3635742
VTO_0073207,Tilapia spongotroktis,3635734
VTO_0073206,Tilapia nyongana,3635736
VTO_0073205,Tilapia deckerti,3635741
VTO_0073204,Tilapia imbriferna,3635750
VTO_0073209,Tilapia cameronensis,3635740
VTO_0073208,Tilapia jallae,3635745
VTO_0079461,Oneirodes epithales,3630323
VTO_0079460,Oneirodes cristatus,3630312
VTO_0079463,Pentherichthys,3630348
VTO_0079462,Oneirodes melanocauda,3630320
VTO_0050028,Croilia,728761
VTO_0079464,Pentherichthys venustus,3630351
VTO_0079467,Caulophryne polynema,3630254
VTO_0079466,Caulophryne pietschi,3630253
VTO_0079469,Robia,3630256
VTO_0050023,Tasmanogobius,136622
VTO_9021399,Metechinus amplior,4119081
VTO_9021398,Trinitichelys hiatti,6155764
VTO_9021392,Eobaatar hispanicus,6143192
VTO_9021391,Eobaatar pajaronensis,6143193
VTO_9021390,Bolodon minor,6143189
VTO_9021397,Metatelmatherium ultimum,4943018
VTO_9021395,Metatomarctus canavus,4117990
VTO_9021394,Metechinus nevadensis,4119082
VTO_9029568,Oioceros robustus,3611766
VTO_9029569,Oioceros jiulongkouensis,3611790
VTO_9029560,Sinokannemeyeria pearsoni,4946247
VTO_9029561,Coletta seca,4946190
VTO_9029562,Archaeocyon pavidus,4117987
VTO_9029563,Dicerorhinus cixianensis,3614782
VTO_9029564,Hapalodectes dux,4118763
VTO_9029565,Percrocuta hebeiensis,3613198
VTO_9029566,Kiyumylodon,4943373
VTO_9029567,Archaeohippus blackbergi,3615037
VTO_0063267,Puntius erythromycter,50202
VTO_0000071,Heterodontus mexicanus,228673
VTO_9000582,Bondesius,3615651
VTO_0045708,Aporops bilinearis,775398
VTO_0045705,Suttonia lineata,1021390
VTO_0045703,Grammistops ocellatus,563052
VTO_0045702,Grammistops,563055
VTO_9024615,Palaeosciurus feignouxi,3609230
VTO_9024614,Preprismatoolithus,4127218
VTO_9024617,Plotornis,4130686
VTO_9024616,Argyrodyptes,4130692
VTO_9024610,Pelagornis,4947513
VTO_9022619,Rosasia soutoi,3606643
VTO_9022617,Eugnathidae,3644091
VTO_9022616,Zolhafah bella,4132484
VTO_9022615,Antecalomys,4941046
VTO_9022614,Araiochelys hirayamai,3606645
VTO_9022613,Aratomys,3610521
VTO_9022612,Osteorachis macrocephalus,3644089
VTO_9022611,Araiochelys,3606441
VTO_9022610,Argyromys,3611104
VTO_9031657,Archaeohyrax proavus,6147100
VTO_9031656,Arctacanthus wyomingensis,4143871
VTO_9031655,Helodus subpolitus,4140619
VTO_9031654,Ctenacanthus mutabilis,4950028
VTO_9031653,Archaeolophus praecursor,6143845
VTO_9031652,Glikmanius occidentalis,4144206
VTO_9031651,Damaliscus korrigum,540240
VTO_9031650,Pyrotherium giganteum,6143850
VTO_9031658,Icarosaurus siefkeri,6157922
VTO_9017909,Dorsetodon,3616329
VTO_9017908,Dorsetodon haysomi,6143731
VTO_9017907,Hyposaurus rogersii,6149972
VTO_9017905,Moschowhaitsia,4128000
VTO_9017904,Ictidosuchops,4130244
VTO_9017903,Ictidosuchoides,4130245
VTO_9017902,Ictidosuchus,4128087
VTO_9017901,Mansfieldiscus sweeti,6142413
VTO_9017900,Ictidosuchidae,4130241
VTO_9034386,Ptychogaster cayluxensis,4948079
VTO_9034387,Equus pseudaltidens,3614853
VTO_9034384,Plesiolacerta lydekkeri,4124657
VTO_9034385,Cadurcogekko piveteaui,4123165
VTO_9034382,Pseudolacerta mucronata,4123439
VTO_9034380,Gobiconodon luoianus,6143092
VTO_9034381,Salamandra sansaniensis,3620633
VTO_9034388,Equus scotti,3614863
VTO_9034389,Kinkonychelys rogersi,6155794
VTO_0048819,Lepidiolamprologus mimicus,262072
VTO_0082159,Crossodactylodes pintoi,3620329
VTO_0082158,Crossodactylodes,3620328
VTO_0082153,Chaltenobatrachus grandisonae,3620334
VTO_0082152,Chaltenobatrachus,6158620
VTO_0082151,Atelognathus praebasalticus,3620338
VTO_0082150,Atelognathus salai,3620339
VTO_0082157,Zachaenus roseus,3620303
VTO_0082156,Zachaenus carvalhoi,3620302
VTO_0059315,Aspredinichthys filamentosus,3624220
VTO_0059314,Aspredinichthys tibicen,3624224
VTO_0059317,Dupouyichthys sapito,3624293
VTO_0059316,Dupouyichthys,3624292
VTO_0059310,Hypsidoris,4949529
VTO_0059313,Aspredinichthys,3624221
VTO_0059312,Hypsidoris oregonensis,6141676
VTO_0059319,Pseudobunocephalus,4138564
VTO_9011998,Spermophilus taylori,3609064
VTO_9011999,Sphacorhysis burntforkensis,4941816
VTO_0002004,Salamandra lanzai,873622
VTO_9012885,Antilohyrax,4943246
VTO_9012884,Antilohyrax pectidens,4943247
VTO_9019945,Ophthalmosaurus icenicus,6149157
VTO_9019947,Miocyon magnus,3613338
VTO_9019946,Vipera burgenlandica,4120651
VTO_9019943,Ophiopsis lepturus,6139893
VTO_0054002,Sicamugil,344784
VTO_9019949,Elaphe szyndlari,4121472
VTO_0054007,Moolgarda,486605
VTO_0054005,Paramugil,222699
VTO_9017129,Prodiacodon concordiarcensis,4943511
VTO_9017128,Coccosteus carbonarius,6139053
VTO_9017121,Gigantopithecus bilaspurensis,3607697
VTO_9017123,Sivapithecus meteai,4941858
VTO_9017122,Dryopithecus fontani,3607868
VTO_9017125,Otus asio,570960
VTO_9017124,Hadrodelphis calvertense,4942481
VTO_9017127,Ranoidea,911276
VTO_9017126,Prodiacodon crustulum,4943514
VTO_9005271,Megapeomys lavocati,4117697
VTO_9029375,Listracanthus wardi,6372900
VTO_9000349,Anthracotheriidae,4944736
VTO_9026605,Telmatornis priscus,3602079
VTO_0064851,Microstomatichthyoborus bashforddeani,3625934
VTO_9000348,Aepinacodon,4944784
VTO_0071179,Rivulus glaucus,3641618
VTO_9016658,Dorcatherium jourdani,3611569
VTO_9016659,Puffinus kanakoffi,3595591
VTO_9016650,Chaohuichthys majiashanensis,6142801
VTO_9016651,Sula clarki,3600629
VTO_9016652,Morus humeralis,6154813
VTO_9016653,Samotherium sinense,4942658
VTO_9016654,Palaeogiraffa macedoniae,3611660
VTO_9016655,Palaeogiraffa,3611653
VTO_9016656,Dorcatherium puyhauberti,3611568
VTO_9016657,Puffinus gilmorei,3595590
VTO_9004204,Rhadinosteus parvus,4133727
VTO_9004207,Cairanoolithus roussetensis,4129249
VTO_9004200,Deltapodus,4143898
VTO_9004201,Paranourosorex inexspectatus,3614653
VTO_0078746,Cryptocentroides arabicus,3637569
VTO_9011569,Terlinguachelys,4948114
VTO_9011568,Terlinguachelys fischbecki,4948115
VTO_9011565,Edaphodon reedi,6139638
VTO_9011564,Callorhynchus hectori,5502190
VTO_9011563,Elasmodectes willetti,6139725
VTO_9011562,Edaphodon laminosus,6139636
VTO_9011561,Elasmodus greenoughi,6139708
VTO_9011560,Chimaera pliocenica,6139629
VTO_9005553,Tetonius,4941750
VTO_9005552,Paraelongatoolithus,6150563
VTO_9005551,Squalodon vocontiorum,4942330
VTO_9005550,Paraelongatoolithus reticulatus,6150564
VTO_9005557,Uintanius,4941776
VTO_9005556,Washakius,4941806
VTO_9005555,Utahia,4941792
VTO_9005554,Trogolemur,4941767
VTO_0063916,Garra persica,3626960
VTO_0063917,Garra wanae,3626953
VTO_0063914,Garra kalakadensis,3626968
VTO_0063915,Garra nigricollis,3626973
VTO_0063912,Garra litanensis,3626978
VTO_0063913,Garra compressus,3626962
VTO_0063910,Garra alticorpora,320150
VTO_0063911,Garra poilanei,3626952
VTO_0062061,Rhamphichthys atlanticus,3621693
VTO_0062060,Rhamphichthys drepanium,3621688
VTO_0062063,Gymnorhamphichthys rondoni,3621683
VTO_0062062,Rhamphichthys lineatus,3621690
VTO_0062065,Gymnorhamphichthys rosamariae,3621687
VTO_0062064,Gymnorhamphichthys bogardusi,3621684
VTO_0062067,Iracema,3621701
VTO_0062066,Gymnorhamphichthys hypostomus,3621685
VTO_0062068,Iracema caiana,3621700
VTO_9012293,Waggoneria knoxensis,4133777
VTO_9000002,Leptictidae,4943486
VTO_9000001,Stilpnodon,3607437
VTO_9000006,Acrodenta,4948143
VTO_9000007,Myrmecoboides,4943488
VTO_9000004,Ictopidium,3614762
VTO_9000005,Leptictis,4943490
VTO_9011383,Hypolophodon,4140249
VTO_9011382,Guggenheimia crocheti,6148052
VTO_9011381,Igdabatis,3594769
VTO_9011380,Carolocoutoia,3617798
VTO_9011387,Protodidelphidae,6143813
VTO_9011385,Hypolophites,4141961
VTO_9011384,Protodidelphis mastodontoides,6148055
VTO_0067747,Eustomias tetranema,3628877
VTO_0067746,Eustomias uniramis,3628942
VTO_0067745,Eustomias longibarba,3628853
VTO_0067744,Eustomias inconstans,3628918
VTO_0067743,Eustomias curtifilis,3628896
VTO_0067742,Eustomias insularum,3628904
VTO_0067741,Eustomias radicifilis,3628958
VTO_0067740,Eustomias fissibarbis,3628955
VTO_0067749,Eustomias woollardi,3628867
VTO_0067748,Eustomias similis,3628957
VTO_0066298,Charitosomus,3621500
VTO_0066299,Charitosomus major,3621501
VTO_0054850,Austrolebias juanlangi,233978
VTO_0066290,Charitopsis,3316754
VTO_0055177,Hemiramphus archipelagicus,106172
VTO_9032036,Taenioconger,349043
VTO_9032037,Eurycephalochelys,3606220
VTO_9032034,Aspideretes,3606186
VTO_9032032,Voltaconger,3643846
VTO_0063260,Puntius thomassi,3627026
VTO_9032038,Urenchelys,3643824
VTO_0061748,Amblyceps protentum,3623459
VTO_9006510,Mosasaurus maximus,4946002
VTO_0073633,Haplochromis taurinus,387762
VTO_0061741,Amblyceps tenuispinis,3623468
VTO_0061740,Nahangbagrus songamensis,4138563
VTO_0061743,Amblyceps kurzii,3623466
VTO_0061742,Amblyceps variegatum,3623458
VTO_0061745,Amblyceps carinatum,3623460
VTO_0061744,Amblyceps laticeps,3623457
VTO_0061747,Amblyceps murraystuarti,3623465
VTO_0061746,Amblyceps macropterus,3623462
VTO_0005206,Melanophryne,484356
VTO_9032529,Homo neanderthalensis,83926
VTO_0069300,Psettina variegata,3640336
VTO_0069303,Engyophrys,3640401
VTO_0005209,Synapturanus,1039919
VTO_0069302,Crossorhombus howensis,3640284
VTO_0069305,Engyophrys sanctilaurentii,3640402
VTO_9024479,Anomalophis bolcensis,4125950
VTO_0069306,Bothus swio,3640282
VTO_9007644,Brodavis mongoliensis,6150706
VTO_0062138,Sternarchorhynchus curvirostris,3621625
VTO_0036365,Megalonema platycephalum,1037690
VTO_0036364,Megalonema amaxanthum,1037698
VTO_0036363,Megalonema,732010
VTO_0036361,Sorubim maniradii,460860
VTO_0036360,Sorubim elongatus,460858
VTO_9007642,Dongusia,4140711
VTO_0035285,Corydoras melanotaenia,431094
VTO_0070428,Melanotaenia pimaensis,3641112
VTO_0070429,Melanotaenia ajamaruensis,3641109
VTO_0070422,Craterocephalus lentiginosus,494727
VTO_0070423,Craterocephalus fistularis,3640994
VTO_0070420,Craterocephalus lacustris,3640995
VTO_0070421,Craterocephalus fulvus,33245
VTO_0070426,Pelangia,3641120
VTO_0070427,Pelangia mbutaensis,3641121
VTO_0070424,Craterocephalus pimatuae,3640998
VTO_0070425,Craterocephalus laisapi,3640999
VTO_9005852,Craspedodon,4946360
VTO_0083807,Discodeles vogti,3618241
VTO_0004159,Mantidactylus paidroa,639053
VTO_0068243,Hymenocephalus aeger,3630865
VTO_0068242,Hymenocephalus lethonemus,3630860
VTO_0068241,Hymenocephalus hachijoensis,3630861
VTO_0068240,Hymenocephalus grimaldii,3630870
VTO_0068247,Hymenocephalus adelscotti,3630957
VTO_0068246,Hymenocephalus longipes,3630876
VTO_0068245,Hymenocephalus megalops,3630864
VTO_0068244,Hymenocephalus barbatulus,3630858
VTO_0076864,Pterosmaris,528671
VTO_0076865,Maenas,528671
VTO_0068249,Hymenocephalus billsam,3630867
VTO_0068248,Hymenocephalus gracilis,3630873
VTO_0076860,Anthias salmopunctatus,3634030
VTO_0076861,Anthias squamipinnis,26905
VTO_0076862,Trachypoma,3622247
VTO_0076863,Trachypoma macracanthus,3634185
VTO_0060030,Paraloricaria,3623042
VTO_0060031,Paraloricaria commersonoides,3623067
VTO_0060032,Paraloricaria vetula,3623041
VTO_0060033,Paraloricaria agastor,3623066
VTO_0060034,Lithoxus bovallii,3622644
VTO_0060035,Lithoxus surinamensis,3622646
VTO_0060036,Lithoxus stocki,3622647
VTO_0060037,Lithoxus boujardi,3622645
VTO_0060038,Lithoxus jantjae,3622643
VTO_9031717,Siamamia naga,6375763
VTO_9031715,Sinamiidae naga,6375765
VTO_9031712,Khoratosuchus,4127213
VTO_9031713,Basilochelys macrobios,6156163
VTO_9031711,Archaeopithecus rogeri,6147111
VTO_0080071,Normichthys yahganorum,3642676
VTO_9031718,Eoabelisaurus mefi,6148990
VTO_9031719,Equus zebra hartmannae,772646
VTO_0064629,Anchicyclocheilus,3627535
VTO_0064628,Culter flavipinnis,3626011
VTO_0064621,Notropis marhabatiensis,3627160
VTO_0064620,Notropis saladonis,3627166
VTO_0064623,Notropis orca,3627154
VTO_0064622,Notropis amplamala,103057
VTO_0064625,Notropis aulidion,3627163
VTO_0064624,Notropis albizonatus,3627161
VTO_0064627,Culter mongolicus,363895
VTO_0064626,Notropis boucardi,264801
VTO_9000918,Laredochoerus,4944407
VTO_9025818,Carterodon,3610427
VTO_9025819,Naranius americanus,6143225
VTO_9025814,Echinorhiniformes,340760
VTO_9025815,Cyclobatidae,3595447
VTO_9025816,Hypsobatidae,3595373
VTO_9025817,Platyrhinidae,456579
VTO_9025810,Kwazulusaurus shakai,4126448
VTO_9025811,Spathobatidae,3595459
VTO_9025812,Rhynchobatidae,982637
VTO_9025813,Mimoperadectes sowasheensis,6147980
VTO_0076288,Helcogramma shinglensis,5861072
VTO_0076289,Helcogramma rosea,3639033
VTO_0076280,Helcogramma solorensis,3639018
VTO_0076281,Helcogramma fuscipectoris,3639015
VTO_0076282,Helcogramma steinitzi,3639025
VTO_0076283,Helcogramma springeri,3639032
VTO_0076284,Helcogramma larvata,3639010
VTO_0076285,Helcogramma vulcana,3639034
VTO_0076286,Helcogramma nesion,3639016
VTO_0076287,Helcogramma obtusirostris,3639020
VTO_9029847,Amphidozotherium cayluxi,4943100
VTO_9029846,Palmipeda,4145714
VTO_9029845,Plateosaurus engelhardti,4946928
VTO_9029844,Aculeata,5257443
VTO_9029843,Macropoda,6143587
VTO_9029842,Agilia,4145716
VTO_9029841,Cunicularia,4145715
VTO_0083809,Discodeles malukuna,3618243
VTO_9029849,Subathunura,4144300
VTO_9029848,Subathunura casieri,6139233
VTO_9026398,Eurynotoidiidae,6372514
VTO_9026392,Bassariscus ogallalae,3612889
VTO_9026393,Samaria,3155529
VTO_9026391,Contogeniidae,6157858
VTO_9026397,Isadia,6293791
VTO_9026394,Bassariscus parvus,6145576
VTO_9026395,Pachynolophidae,4943036
VTO_9030045,Ichthyolestes pinfoldi,4119367
VTO_9030044,Promioclaenus gandaensis,4945590
VTO_9030047,Basalina basalensis,4945440
VTO_9030046,Gandakasia potens,3612379
VTO_9030041,Haqueina haquei,6146174
VTO_9030040,Antiacodon vanvaleni,4944884
VTO_9030043,Eotitanops dayi,4943003
VTO_9030042,Teleolophus daviesi,4118104
VTO_9030049,Notorynchus maculatus,290409
VTO_9030048,Ambulocetus natans,3612381
VTO_0069539,Paradicula,3640754
VTO_0069536,Pardachirus hedleyi,3640667
VTO_0069537,Barbourichthys,4137296
VTO_0069532,Pardachirus balius,3640666
VTO_0069530,Synclidopus macleayanus,3640737
VTO_0069531,Synclidopus hogani,3640728
VTO_0066307,Kneria angolensis,3621533
VTO_0073508,Haplochromis gilberti,3635873
VTO_0073509,Haplochromis mylergates,3635955
VTO_0073504,Nannacara quadrispinae,3636244
VTO_0073505,Nannacara bimaculata,3636243
VTO_0073507,Symphysodon aequifasciatus,220923
VTO_0073501,Pyxichromis paradoxus,3635936
VTO_0073502,Pyxichromis orthostoma,3635919
VTO_0073503,Pyxichromis parorthostoma,3635927
VTO_0066302,Notogoneus,4139072
VTO_0066303,Notogoneus osculus,4139079
VTO_9020945,Provelosaurus americanus,4128703
VTO_9020949,Sarmatonectes,4117969
VTO_9020948,Bolosaurus major,4126625
VTO_0081152,Eleutherodactylus guttilatus,3620415
VTO_0081153,Adelophryne mucronatus,6158713
VTO_0081150,Eleutherodactylus limbensis,3620396
VTO_0081151,Eleutherodactylus rubrimaculatus,3620421
VTO_0081156,Aygroua,3620490
VTO_0081157,Rana megapoda,4133600
VTO_0081154,Paralatonia,3620479
VTO_0081155,Eophractus,4133304
VTO_0081158,Rana lemosespinali,4133597
VTO_0081159,Rana johni,4133601
VTO_9027449,Axestemys,3606189
VTO_9027448,Albanerpeton galaktion,3617948
VTO_9027441,Geranoides jepseni,4131154
VTO_9027440,Eonessa anaticula,4130384
VTO_9027443,Bretzia pseudalces,3611988
VTO_9027445,Bretzia nebrascensis,3611995
VTO_9027444,Eonessa,4130383
VTO_9027446,Hesperotestudo,6156057
VTO_0080825,Eridacnis sinuans,3595036
VTO_0080824,Ctenacis fehlmanni,3595037
VTO_0080827,Eridacnis barbouri,3595035
VTO_0080826,Eridacnis radcliffei,3595038
VTO_0080821,Gogolia filewoodi,3595023
VTO_0080820,Gogolia,3595024
VTO_0080823,Ctenacis,3595034
VTO_0080822,Sphyrna couardi,3594982
VTO_0080829,Proscyllium venustum,3595032
VTO_0080828,Proscyllium magnificum,3595033
VTO_0078679,Boleophthalmus birdsongi,3637791
VTO_0078678,Boleophthalmus sculptus,3637790
VTO_0078677,Boleophthalmus caeruleomaculatus,3637789
VTO_0078675,Favonigobius neilli,126883
VTO_0078673,Favonigobius punctatus,3637542
VTO_0078672,Favonigobius opalescens,3637543
VTO_0078671,Favonigobius aliciae,3637544
VTO_0078670,Gobionellus occidentalis,3637118
VTO_0070853,Nomorhamphus bakeri,3641152
VTO_0070851,Dermogenys sumatrana,3641166
VTO_0070850,Dermogenys orientalis,3641167
VTO_0070857,Nomorhamphus ebrardtii,3641151
VTO_0070856,Nomorhamphus pectoralis,3641150
VTO_0070855,Nomorhamphus hageni,3641142
VTO_0070854,Nomorhamphus kolonodalensis,3641141
VTO_9013434,Squatinactis,4144500
VTO_9013433,Orodus,4140385
VTO_9013432,Acronemus,4142303
VTO_9013431,Acandylacanthus,4144175
VTO_0067015,Stictorhinus potamius,3643556
VTO_0001264,Dasyatis acutirostra,405238
VTO_0001263,Dasyatis hypostigma,57993
VTO_0084256,Ichthyophis kodaguensis,3617832
VTO_0084257,Ichthyophis acuminatus,3617840
VTO_0084254,Ichthyophis humphreyi,3617846
VTO_0084255,Ichthyophis moustakius,6159245
VTO_0084252,Ichthyophis singaporensis,3617853
VTO_0084250,Ichthyophis hypocyaneus,3617843
VTO_0084251,Ichthyophis laosensis,3617838
VTO_0084258,Ichthyophis monochrous,3617852
VTO_0084259,Ichthyophis supachaii,3617831
VTO_9027612,Bugtirhinus praecursor,4118071
VTO_9027613,Tetheopsis ingens,4944325
VTO_0063352,Rasbora rutteni,3627219
VTO_9018528,Carcharodon rectidens,6139420
VTO_9018529,Carcharodon toliapicus,6139424
VTO_9018524,Melissiodon schlosseri,3610755
VTO_9018525,Moropus matthewi,4942730
VTO_9018526,Plesiosminthus schaubi,3608123
VTO_9018527,Carcharodon semiserratus,6139421
VTO_9018520,Mormoops megaphylla,3614028
VTO_9018521,Adelomyarion vireti,3610752
VTO_9018522,Melissiodon chatticum,3610972
VTO_9018523,Moropus hollandi,4942734
VTO_0000136,Paragaleus randalli,380428
VTO_0000134,Paragaleus,838097
VTO_0083705,Craugastor myllomyllon,4132957
VTO_0083704,Craugastor glaucus,4132987
VTO_0083707,Craugastor guerreroensis,4132992
VTO_0083706,Craugastor saltuarius,4133008
VTO_0083701,Craugastor stadelmani,4132989
VTO_0083700,Craugastor coffeus,4132994
VTO_0083703,Craugastor pelorus,4132976
VTO_0083702,Craugastor decoratus,4132961
VTO_0083709,Craugastor rostralis,4132991
VTO_0083708,Craugastor brocchi,4132969
VTO_9001508,Mimotricentes,4943821
VTO_9001509,Mentoclaenodon,4943829
VTO_9001501,Desmatoclaenus,4943865
VTO_9001502,Aragoral,4118930
VTO_9001503,Deuterogonodon,4943825
VTO_9001504,Chriacus,3616378
VTO_9001505,Colpoclaenus,4943818
VTO_9001507,Oxytomodon,4943870
VTO_9031364,Varanus rusingensis,4119728
VTO_0040197,Qianlabeo striatus,411514
VTO_0040196,Qianlabeo,411544
VTO_0040199,Catlocarpio siamensis,864288
VTO_0040198,Catlocarpio,864287
VTO_0073164,Geophagus gottwaldi,3636354
VTO_9034023,Cercopithecus kolbi,6145105
VTO_9034022,Perimys,4941114
VTO_9034021,Prolagostomus,3609865
VTO_9034027,Tramyocastor,169714
VTO_9034026,Nonaphalagodus,4145051
VTO_9034024,Lagostomopsis,169709
VTO_9034028,Nonaphalagodus trinitiensis,6142674
VTO_9011813,Chandlerichthys strickeri,4144237
VTO_9011812,Denticipitoidei,5541315
VTO_9011814,Chandlerichthys,4144236
VTO_9033214,Hydrotherikornis,4947830
VTO_9010146,Edaphosauridae,4129997
VTO_9010147,Barcinosuchus,6150151
VTO_9010144,Edaphosaurus,4130000
VTO_9010145,Barcinosuchus gradilis,6150152
VTO_9010142,Ianthasaurus,4129998
VTO_9010143,Ornithopodichnus,6150338
VTO_9010140,Caseidae,4946133
VTO_9010141,Ornithopodichnus masanensis,6150339
VTO_9010148,Elephas beyeri,6144031
VTO_9010149,Stegodon luzonensis,6144080
VTO_0071050,Kryptolebias gracilis,3641452
VTO_0071051,Kryptolebias campelloi,3641453
VTO_0071053,Trigonectes rogoaguae,3641545
VTO_0071054,Trigonectes macrophthalmus,3641544
VTO_9018260,Polyonyx,100500
VTO_0071055,Micromoema xiphophora,1018489
VTO_9031804,Edingerella madagascariensis,6159194
VTO_9018266,Xinminosaurus,6149486
VTO_9031808,Peratherium edwardi,3606716
VTO_9031809,Cryptomys damarensis,895549
VTO_0061137,Nangra robusta,3621979
VTO_9028889,Anictis simplicidens,3613321
VTO_9002279,Torosaurus latus,4947040
VTO_9002278,Triceratops prorsus,6150299
VTO_0060114,Dolichancistrus atratoensis,3623079
VTO_0067049,Echiophis brunneus,3643276
VTO_0067014,Stictorhinus,3643555
VTO_0067041,Gordiichthys combibus,3643462
VTO_0067042,Paraletharchus,3643385
VTO_9003862,Cyclurus,965161
VTO_0067045,Kertomichthys,3643435
VTO_0037349,Lithoxus,434362
VTO_0037342,Peckoltia cavatica,639590
VTO_0037343,Megalancistrus,1007308
