vto_name	vto_id	ncbi_id	OT_name	Ot_ID
Hemiancistrus maracaiboensis	VTO_0037360	337653	Hemiancistrus maracaiboensis	420211
Hemiancistrus chlorostictus	VTO_0037361	163986	Hemiancistrus chlorostictus	416143
Hemiancistrus medians	VTO_0037363	164006	Hemiancistrus medians	698170
Loricaria tucumanensis	VTO_0059777	NA	NA	NA
Hemiancistrus aspidolepis	VTO_0037368	338087	Hemiancistrus aspidolepis	679867
Hemiancistrus fuliginosus	VTO_0037369	163996	Hemiancistrus fuliginosus	96087
Loricaria lundbergi	VTO_0059776	NA	NA	NA
Ancistrus lineolatus	VTO_0059957	NA	NA	NA
Denticetopsis sauli	VTO_0060638	NA	NA	NA
Denticetopsis praecox	VTO_0060639	NA	NA	NA
Ancistrus jelskii	VTO_0059951	NA	NA	NA
Helogenes castaneus	VTO_0060632	NA	NA	NA
Denticetopsis	VTO_0060633	NA	NA	NA
Helogenes uruyensis	VTO_0060630	NA	NA	NA
Helogenes sp. (Mo 1991)	VTO_0060631	NA	NA	NA
Denticetopsis seducta	VTO_0060636	NA	NA	NA
Denticetopsis macilenta	VTO_0060637	NA	NA	NA
Denticetopsis royeroi	VTO_0060634	NA	NA	NA
Denticetopsis iwokrama	VTO_0060635	NA	NA	NA
Xyliphius magdalenae	VTO_0059332	NA	NA	NA
Ictalurus mexicanus	VTO_0061498	NA	NA	NA
Pimelodella pallida	VTO_0060812	NA	NA	NA
Pimelodella papariae	VTO_0060813	NA	NA	NA
Pimelodella buckleyi	VTO_0060810	NA	NA	NA
Pimelodella notomelas	VTO_0060811	NA	NA	NA
Pimelodella geryi	VTO_0060816	NA	NA	NA
Pimelodella avanhandavae	VTO_0060817	NA	NA	NA
Pimelodella tapatapae	VTO_0060814	NA	NA	NA
Pimelodella wesselii	VTO_0060815	NA	NA	NA
Amphilius brevis	VTO_0061242	NA	NA	NA
Pimelodella reyesi	VTO_0060818	NA	NA	NA
Pimelodella sp. n. (Bockmann 1998)	VTO_0060819	NA	NA	NA
Brachyplatystoma promagdalena	VTO_9031406	NA	NA	NA
Silurus glanis	VTO_0036124	94993	Silurus glanis	272344
Neoplecostomus selenae	VTO_0037218	714221	Neoplecostomus selenae	856545
Phractura stiassny	VTO_0061178	NA	NA	NA
Liobagrus obesus	VTO_0035574	329969	Liobagrus obesus	671069
Phractura sp. (Mo 1991)	VTO_0061179	NA	NA	NA
Neoplecostomus franciscoensis	VTO_0037216	714220	Neoplecostomus franciscoensis	856543
Pseudopimelodus charus	VTO_0035057	490141	Pseudopimelodus charus	498423
Clarias camerunensus	VTO_0059679	NA	NA	NA
Proeutropiichthys buchanani	VTO_0061430	NA	NA	NA
Aspistor insculptus	VTO_0059745	NA	NA	NA
Neoplecostomus sp. (Schaefer 1990)	VTO_0060323	NA	NA	NA
Synodontis cuangoana	VTO_0061761	NA	NA	NA
Pimelodus ortmanni	VTO_0059575	NA	NA	NA
Pimelodus joannis	VTO_0059574	NA	NA	NA
Pimelodus brevis	VTO_0059577	NA	NA	NA
Pimelodus punctatus	VTO_0059576	NA	NA	NA
Megalonema psammium	VTO_0059571	NA	NA	NA
Megalonema xanthum	VTO_0059570	NA	NA	NA
Megalonema argentinum	VTO_0059573	NA	NA	NA
Megalonema sp. (de Pinna 1993)	VTO_0059572	NA	NA	NA
Pimelodus pantaneiro	VTO_0059579	NA	NA	NA
Pimelodus jivaro	VTO_0059578	NA	NA	NA
Synodontis dhonti	VTO_0036772	392954	Synodontis dhonti	56137
Selenaspis	VTO_9031880	NA	NA	NA
Neoarius utarus	VTO_0035738	591289	Neoarius utarus	801
Cranoglanis	VTO_0035546	175799	Cranoglanis	203414
Xyliphius sp. (Chen 1994)	VTO_0059336	NA	NA	NA
Clarias fuscus	VTO_0035544	33541	Clarias fuscus	565584
Cranoglanididae	VTO_0035545	31008	Cranoglanididae	87876
Clarias ebriensis	VTO_0035542	103206	Clarias ebriensis	1012781
Clarias batrachus	VTO_0035543	59899	Clarias batrachus	107857
Clarias anguillaris	VTO_0035540	103204	Clarias anguillaris	1083808
Clarias buettikoferi	VTO_0035541	103205	Clarias buettikoferi	290625
Corydoras vittatus	VTO_0035342	NA	NA	NA
Scoloplacidae	VTO_0035548	390388	Scoloplacidae	194082
Scoloplax	VTO_0035549	390389	Scoloplax	194081
Loricariichthys stuebelii	VTO_0059870	NA	NA	NA
Corydoras weitzmani	VTO_0035343	NA	NA	NA
Clarias insolitus	VTO_0059689	NA	NA	NA
Clarias salae	VTO_0059688	NA	NA	NA
Clarias olivaceus	VTO_0059687	NA	NA	NA
Clarias abbreviatus	VTO_0059686	NA	NA	NA
Clarias sp. (de Pinna 1993)	VTO_0059685	NA	NA	NA
Clarias tijsmanni	VTO_0059684	NA	NA	NA
Clarias sulcatus	VTO_0059683	NA	NA	NA
Clarias dialonensis	VTO_0059682	NA	NA	NA
Clarias dumerilii	VTO_0059681	NA	NA	NA
Clarias laeviceps	VTO_0059680	NA	NA	NA
Kryptopterus dissitus	VTO_0061976	NA	NA	NA
Kryptopterus lais	VTO_0061977	NA	NA	NA
Kryptopterus eugeneiatus	VTO_0061974	NA	NA	NA
Kryptopterus geminus	VTO_0061975	NA	NA	NA
Kryptopterus sabanus	VTO_0061972	NA	NA	NA
Corydoras lacerdai	VTO_0035346	927983	Corydoras lacerdai	277540
Ompok pluriradiatus	VTO_0061970	NA	NA	NA
Ceratoglanis pachynema	VTO_0061971	NA	NA	NA
Pterobunocephalus dolichurus	VTO_0059377	NA	NA	NA
Bunocephalus sp. 1 (Chen 1994)	VTO_0059376	NA	NA	NA
Bunocephalus sp. 3 (Chen 1994)	VTO_0059375	NA	NA	NA
Bunocephalus n. sp. 2 (Friel 1994)	VTO_0059374	NA	NA	NA
Bunocephalus n. sp. 4 (Friel 1994)	VTO_0059373	NA	NA	NA
Bunocephalus n. sp. 5 (Friel 1994)	VTO_0059372	NA	NA	NA
Bunocephalus sp. (Fink and Fink 1981)	VTO_0059371	NA	NA	NA
Kryptopterus cheveyi	VTO_0061979	NA	NA	NA
Corydoras n. sp. (Britto 2003)	VTO_0061406	NA	NA	NA
Corydoras areio	VTO_0061407	NA	NA	NA
Corydoras sp. (Mo 1991)	VTO_0061404	NA	NA	NA
Corydoras urucu	VTO_0061405	NA	NA	NA
Corydoras kanei	VTO_0035308	NA	NA	NA
Corydoras incolicana	VTO_0061403	NA	NA	NA
Corydoras sanchesi	VTO_0061400	NA	NA	NA
Corydoras carlae	VTO_0061401	NA	NA	NA
Corydoras geoffroy	VTO_0035304	NA	NA	NA
Corydoras gossei	VTO_0035305	NA	NA	NA
Corydoras tukano	VTO_0035306	281780	Corydoras tukano	194925
Corydoras gomezi	VTO_0035307	NA	NA	NA
Corydoras gracilis	VTO_0035300	NA	NA	NA
Corydoras guianensis	VTO_0035301	NA	NA	NA
Corydoras guapore	VTO_0035302	NA	NA	NA
Corydoras geryi	VTO_0035303	NA	NA	NA
Pterocryptis torrentis	VTO_0061998	NA	NA	NA
Pterocryptis afghana	VTO_0061999	NA	NA	NA
Scleromystax macropterus	VTO_0035438	245759	Scleromystax macropterus	216128
Acentronichthys leptos	VTO_0035629	NA	NA	NA
Chiloglanis angolensis	VTO_0061919	NA	NA	NA
Hoplosternum	VTO_0035432	114108	Hoplosternum	64010
Pterocryptis gangelica	VTO_0061991	NA	NA	NA
Pterocryptis buccata	VTO_0061992	NA	NA	NA
Pterocryptis barakensis	VTO_0061993	NA	NA	NA
Pterocryptis crenula	VTO_0061994	NA	NA	NA
Pterocryptis bokorensis	VTO_0061995	NA	NA	NA
Pterocryptis verecunda	VTO_0061996	NA	NA	NA
Pterocryptis inusitata	VTO_0061997	NA	NA	NA
Chrysichthys	VTO_0035124	236587	Chrysichthys	432201
Chrysichthys auratus	VTO_0035125	1027343	Chrysichthys auratus	941023
Tachysurus adiposalis	VTO_0035122	414586	Tachysurus adiposalis	1090583
Cathorops mapale	VTO_0035711	286642	Cathorops mapale	907428
Chrysichthys helicophagus	VTO_0035129	NA	NA	NA
Trichomycterus novalimensis	VTO_0061570	NA	NA	NA
Ancistrus triradiatus	VTO_0059971	NA	NA	NA
Ancistrus verecundus	VTO_0059970	NA	NA	NA
Trichomycterus davisi	VTO_0061578	NA	NA	NA
Trichomycterus chaberti	VTO_0061579	NA	NA	NA
Acanthicus hystrix	VTO_0059975	NA	NA	NA
Arius uncinatus	VTO_0059758	NA	NA	NA
Hypancistrus inspector	VTO_0059977	NA	NA	NA
Hypancistrus zebra	VTO_0059976	NA	NA	NA
Trichomycterus ramosus	VTO_0061572	NA	NA	NA
Trichomycterus atochae	VTO_0061573	NA	NA	NA
Arius parkii	VTO_0059757	NA	NA	NA
Arius africanus	VTO_0059756	NA	NA	NA
Osteogeneiosus sp. (Mo 1991)	VTO_0059751	NA	NA	NA
cf. Arius macrorhynchus (Kailola 2004)	VTO_0059750	NA	NA	NA
Arius sp. (Schaefer 1990)	VTO_0059753	NA	NA	NA
Arius sp. (Kailola 2004)	VTO_0059752	NA	NA	NA
Paramphilius goodi	VTO_0061190	NA	NA	NA
Paramphilius teugelsi	VTO_0061191	NA	NA	NA
Paramphilius firestonei	VTO_0061192	NA	NA	NA
Paramphilius trichomycteroides	VTO_0061193	NA	NA	NA
Paramphilius baudoni	VTO_0061194	NA	NA	NA
Doumea	VTO_0061195	NA	NA	NA
Doumea alula	VTO_0061196	NA	NA	NA
Doumea angolensis	VTO_0061197	NA	NA	NA
Doumea chappuisi	VTO_0061198	NA	NA	NA
Doumea sanaga	VTO_0061199	NA	NA	NA
Pseudopimelodus mangurus	VTO_0035058	390469	Pseudopimelodus mangurus	61478
Pseudopimelodus pulcher	VTO_0035059	490142	Pseudopimelodus pulcher	498416
Aspidoras carvalhoi	VTO_0061350	NA	NA	NA
Aspidoras lakoi	VTO_0061351	NA	NA	NA
Aspidoras aff. poecilus (Britto 2003)	VTO_0061356	NA	NA	NA
Aspidoras belenos	VTO_0061357	NA	NA	NA
Aspidoras virgulatus	VTO_0061354	NA	NA	NA
Aspidoras maculosus	VTO_0061355	NA	NA	NA
Pseudopimelodidae	VTO_0035050	255574	Pseudopimelodidae	488972
Batrochoglanis	VTO_0035051	390399	Batrochoglanis	210230
Batrochoglanis raninus	VTO_0035052	390400	Batrochoglanis raninus	9881
Chaetostoma dorsale	VTO_0059990	NA	NA	NA
Chaetostoma daidalmatos	VTO_0059997	NA	NA	NA
Pseudopimelodus	VTO_0035055	255575	Pseudopimelodus	488975
Chaetostoma venezuelae	VTO_0059995	NA	NA	NA
Chaetostoma dupouii	VTO_0059994	NA	NA	NA
Conta conta	VTO_0036113	385273	Conta conta	693709
Sperata acicularis	VTO_0059431	NA	NA	NA
Loricariichthys hauxwelli	VTO_0059863	NA	NA	NA
Xyliphius cf. lepturus (Friel 1994)	VTO_0059338	NA	NA	NA
Synodontis kogoensis	VTO_0061758	NA	NA	NA
Synodontis congica	VTO_0061759	404963	Synodontis congicus	1020687
Synodontis geledensis	VTO_0061756	NA	NA	NA
Synodontis obesus	VTO_0061757	NA	NA	NA
Synodontis sp. (Mo 1991)	VTO_0061754	NA	NA	NA
Synodontis grandiops	VTO_0036763	577546	Synodontis grandiops	142560
Amblyceps tuberculatum	VTO_0061752	NA	NA	NA
Synodontis multimaculata	VTO_0061753	NA	NA	NA
Amblyceps caecutiens	VTO_0061750	NA	NA	NA
Amblyceps platycephalus	VTO_0061751	NA	NA	NA
Otothyropsis	VTO_0036972	510937	Otothyropsis	652366
Otothyropsis marapoama	VTO_0036973	571749	Otothyropsis marapoama	549974
Synodontis schoutedeni	VTO_0036794	270531	Synodontis schoutedeni	367531
Synodontis nigriventris	VTO_0036795	337699	Synodontis nigriventris	315243
Pseudotocinclus parahybae	VTO_0036976	321131	Pseudotocinclus parahybae	952547
Parauchenoglanis longiceps	VTO_0061449	NA	NA	NA
Pseudotocinclus	VTO_0036975	321130	Pseudotocinclus	952546
Pseudotocinclus tietensis	VTO_0036978	321135	Pseudotocinclus tietensis	952540
Otocinclus	VTO_0036979	281757	Otocinclus	820640
Sperata aorella	VTO_0059432	NA	NA	NA
Loricariichthys melanocheilus	VTO_0059862	NA	NA	NA
Hypostomus seminudus	VTO_0060260	NA	NA	NA
Pterocryptis furnessi	VTO_0036151	337712	Pterocryptis furnessi	958187
Pterocryptis cochinchinensis	VTO_0036152	175796	Pterocryptis cochinchinensis	203412
Pterocryptis anomala	VTO_0036153	390474	Pterocryptis anomala	582523
Wallago	VTO_0036154	36717	Wallago	55624
Wallago leerii	VTO_0036155	337662	Wallago leerii	96790
Wallago attu	VTO_0036156	36718	Wallago attu	55613
Hemisilurus	VTO_0036158	337671	Hemisilurus	671058
Hemisilurus mekongensis	VTO_0036159	337672	Hemisilurus mekongensis	671054
Ernstichthys intonsus	VTO_0059343	NA	NA	NA
Nanobagrus armatus	VTO_0059433	NA	NA	NA
Ernstichthys sp. (de Pinna 1996)	VTO_0059340	NA	NA	NA
Ernstichthys sp. (Friel 1994)	VTO_0059341	NA	NA	NA
Loricariichthys chanjoo	VTO_0059861	NA	NA	NA
Ancistrus occloi	VTO_0059961	NA	NA	NA
Exostoma stuarti	VTO_0061087	NA	NA	NA
Fajumia	VTO_9001475	NA	NA	NA
Socnopaea	VTO_9001476	NA	NA	NA
Socnopaea horai	VTO_9001477	NA	NA	NA
Malapteruridae	VTO_0036806	31001	Malapteruridae	87888
Malapterurus	VTO_0036807	36715	Malapterurus	55622
Microsynodontis batesii	VTO_0036805	392934	Microsynodontis batesii	1001875
Microsynodontis	VTO_0036802	390413	Microsynodontis	531341
Synodontis irsacae	VTO_0036800	577624	Synodontis irsacae	1069118
Pareiorhina brachyrhyncha	VTO_0037171	NA	NA	NA
Nanobagrus immaculatus	VTO_0059434	NA	NA	NA
Kronichthys lacerta	VTO_0037177	648977	Kronichthys lacerta	650418
Kronichthys	VTO_0037176	510819	Kronichthys	630662
Kronichthys subteres	VTO_0037179	510922	Kronichthys subteres	969748
Kronichthys heylandi	VTO_0037178	648976	Kronichthys heylandi	650416
Trichomycterus giganteus	VTO_0036480	NA	NA	NA
Trichomycterus areolatus	VTO_0036484	245746	Trichomycterus areolatus	790488
Calophysus macropterus	VTO_0036374	747773	Calophysus macropterus	184826
Pimelodina	VTO_0036375	NA	NA	NA
Pimelodina flavipinnis	VTO_0036376	NA	NA	NA
Platystomatichthys	VTO_0036377	NA	NA	NA
Zungaro jahu	VTO_0036371	490147	Zungaro jahu	498410
Zungaro zungaro	VTO_0036372	238558	Zungaro zungaro	676189
Calophysus	VTO_0036373	NA	NA	NA
Scoloplax baileyi	VTO_9046509	NA	NA	NA
Platystomatichthys sturio	VTO_0036378	1150243	Platystomatichthys sturio	884
Hemisorubim	VTO_0036379	NA	NA	NA
Hemisorubim platyrhynchos	VTO_0036380	742453	Hemisorubim platyrhynchos	528279
Baryancistrus longipinnis	VTO_0060131	NA	NA	NA
Baryancistrus demantoides	VTO_0060130	NA	NA	NA
Sturisoma brevirostre	VTO_0060133	NA	NA	NA
Baryancistrus niveatus	VTO_0060132	NA	NA	NA
Sturisoma sp. (Friel 1994)	VTO_0060135	NA	NA	NA
Sturisoma rostratum	VTO_0060134	NA	NA	NA
Sturisoma frenatum	VTO_0060137	NA	NA	NA
Sturisoma barbatum	VTO_0060136	NA	NA	NA
Sturisoma sp. (Schaefer 1987)	VTO_0060139	NA	NA	NA
Sturisoma guentheri	VTO_0060138	NA	NA	NA
Amblydoras bolivarensis	VTO_0060790	NA	NA	NA
Chaetostoma sovichthys	VTO_0059999	NA	NA	NA
Ancistrus sp. (Armbruster 2004)	VTO_0059954	NA	NA	NA
Hisonotus insperatus	VTO_0036951	571739	Hisonotus insperatus	925562
Scleromystax	VTO_0035434	570938	Scleromystax	973172
Amblydoras sp. (Friel 1994)	VTO_0060792	NA	NA	NA
Entomocorus	VTO_0060489	NA	NA	NA
Auchenipterus ambyiacus	VTO_0060488	NA	NA	NA
Ictalurus punctatus	VTO_0036225	7998	Ictalurus punctatus (channel catfish)	5256688
Auchenipterus nigripinnis	VTO_0060481	NA	NA	NA
Auchenipterus menezesi	VTO_0060480	NA	NA	NA
Auchenipterus osteomystax	VTO_0060483	NA	NA	NA
Auchenipterus brachyurus	VTO_0060482	NA	NA	NA
Auchenipterus sp. (de Pinna 1993)	VTO_0060485	NA	NA	NA
Listrura picinguabae	VTO_0036509	NA	NA	NA
Auchenipterus fordicei	VTO_0060487	NA	NA	NA
Auchenipterus sp. (cuyuni) (Royero 1999)	VTO_0060486	NA	NA	NA
Chaetostoma marcapatae	VTO_0059998	NA	NA	NA
Listrura tetraradiata	VTO_0036508	NA	NA	NA
Hemibagrus microphthalmus	VTO_0059399	NA	NA	NA
Glyptothorax lampris	VTO_0036578	386085	Glyptothorax lampris	1085110
Glyptothorax fuscus	VTO_0036579	386084	Glyptothorax fuscus	1085112
Glyptothorax dorsalis	VTO_0036576	386083	Glyptothorax dorsalis	1085106
Glyptothorax callopterus	VTO_0036577	386082	Glyptothorax callopterus	1085108
Glyptothorax burmanicus	VTO_0036574	386081	Glyptothorax burmanicus	1085102
Glyptothorax buchanani	VTO_0036575	386080	Glyptothorax buchanani	1085104
Glyptothorax interspinalus	VTO_0036572	1107538	Glyptothorax interspinalus	343766
Glyptothorax longicauda	VTO_0036573	NA	NA	NA
Glyptothorax telchitta	VTO_0036570	386099	Glyptothorax telchitta	558485
Glyptothorax honghensis	VTO_0036571	1107537	Glyptothorax honghensis	343762
Sciades guatemalensis	VTO_0035843	419344	Sciades guatemalensis	195737
Sciades dowii	VTO_0035842	419339	Sciades dowii	922458
Sciades seemanni	VTO_0035841	243726	Sciades seemanni	704267
Sciades troschelii	VTO_0035840	287710	Sciades troschelii	784552
Gogo arcuatus	VTO_0035847	390447	Gogo arcuatus	113063
Gogo	VTO_0035846	390446	Gogo	113062
Anchariidae	VTO_0035845	390445	Anchariidae	113064
Synodontis gambiensis	VTO_0036770	577559	Synodontis gambiensis	665002
Synodontis clarias	VTO_0036771	157061	Synodontis clarias	1090786
Bunocephalus	VTO_0035849	337533	Bunocephalus	536093
Aspredinidae	VTO_0035848	31016	Aspredinidae	609231
Synodontis njassae	VTO_0036774	392955	Synodontis njassae	56139
Acanthodoras spinosissimus	VTO_0036637	238643	Acanthodoras spinosissimus	216715
Synodontis victoriae	VTO_0036776	392956	Synodontis victoriae	56130
Chaetostoma vagum	VTO_0060005	NA	NA	NA
Chaetostoma alternifasciatum	VTO_0060004	NA	NA	NA
Chaetostoma guairense	VTO_0060007	NA	NA	NA
Chaetostoma mollinasum	VTO_0060006	NA	NA	NA
Chaetostoma stroumpoulos	VTO_0060001	NA	NA	NA
Chaetostoma fischeri	VTO_0060000	NA	NA	NA
Chaetostoma marginatum	VTO_0060003	NA	NA	NA
Chaetostoma anale	VTO_0060002	NA	NA	NA
Chaetostoma niveum	VTO_0060009	NA	NA	NA
Chaetostoma paucispinis	VTO_0060008	NA	NA	NA
Rhinelepis aspera	VTO_0036844	NA	NA	NA
Peckoltia sp. 2 (Armbruster 2004)	VTO_0060269	NA	NA	NA
Peckoltia kuhlmanni	VTO_0060268	NA	NA	NA
Glyptoperichthys lituratus	VTO_0060265	NA	NA	NA
Glyptoperichthys	VTO_0060264	NA	NA	NA
Peckoltia brevis	VTO_0060267	NA	NA	NA
Peckoltia sp. big spot (Armbruster 2004)	VTO_0060266	NA	NA	NA
Aphanotorulus unicolor	VTO_0060261	NA	NA	NA
Ancistrus stigmaticus	VTO_0059937	NA	NA	NA
Niobichthys ferrarisi	VTO_0060263	NA	NA	NA
Niobichthys	VTO_0060262	NA	NA	NA
Hemiancistrus	VTO_0037359	52083	Hemiancistrus	712188
Ancistrus hoplogenys	VTO_0059936	NA	NA	NA
Cetopsorhamdia molinae	VTO_0060799	NA	NA	NA
Cetopsorhamdia phantasia	VTO_0060798	NA	NA	NA
Lithoxus pallidimaculatus	VTO_0037351	NA	NA	NA
Lithoxus planquettei	VTO_0037350	1137738	Lithoxus planquettei	1011027
Parancistrus	VTO_0037353	52087	Parancistrus	712191
Lithoxus lithoides	VTO_0037352	NA	NA	NA
Scobinancistrus	VTO_0037355	281740	Scobinancistrus	296246
Parancistrus aurantiacus	VTO_0037354	52088	Parancistrus aurantiacus	712196
Cetopsorhamdia sp. n. B (Bockmann 1998)	VTO_0060793	NA	NA	NA
Scobinancistrus pariolispos	VTO_0037356	503188	Scobinancistrus pariolispos	1008719
Pareiorhaphis splendens	VTO_0037199	510816	Pareiorhaphis splendens	630669
Pareiorhaphis steindachneri	VTO_0037198	510817	Pareiorhaphis steindachneri	630666
Amphilius laticaudatus	VTO_0061233	NA	NA	NA
Pareiorhaphis azygolechis	VTO_0037193	510805	Pareiorhaphis azygolechis	108986
Pareiorhaphis parmula	VTO_0037192	510804	Pareiorhaphis parmula	108984
Amphilius korupi	VTO_0061232	NA	NA	NA
Pareiorhaphis stomias	VTO_0037197	510818	Pareiorhaphis stomias	630663
Pareiorhaphis bahianus	VTO_0037196	NA	NA	NA
Pareiorhaphis eurycephalus	VTO_0037195	510807	Pareiorhaphis eurycephalus	108992
Acanthodoras cataphractus	VTO_0036638	238645	Acanthodoras cataphractus	216717
Neoplecostomus sp. (de Pinna 1993)	VTO_0060319	NA	NA	NA
Dasyloricaria seminuda	VTO_0060318	NA	NA	NA
Astroblepus trifasciatus	VTO_0060649	NA	NA	NA
Astroblepus mancoi	VTO_0060648	NA	NA	NA
Astroblepus festae sp. 1 (Mo 1991)	VTO_0060647	NA	NA	NA
Parancistrus nudiventris	VTO_0060310	NA	NA	NA
Astroblepus homodon	VTO_0060645	NA	NA	NA
Astroblepus formosus	VTO_0060644	NA	NA	NA
Lasiancistrus castelnaui	VTO_0060315	NA	NA	NA
Astroblepus vaillanti	VTO_0060642	NA	NA	NA
Cetopsidae sp. (de Pinna 1993)	VTO_0060641	NA	NA	NA
Denticetopsis epa	VTO_0060640	NA	NA	NA
Ancistrus megalostomus	VTO_0059939	NA	NA	NA
Ancistrus dubius	VTO_0059938	NA	NA	NA
Pimelodella peruensis	VTO_0060867	NA	NA	NA
Pimelodella breviceps	VTO_0060866	NA	NA	NA
Pimelodella sp. A (Bockmann 1998)	VTO_0060865	NA	NA	NA
Pimelodella altipinnis	VTO_0060864	NA	NA	NA
Pimelodella brasiliensis	VTO_0060863	NA	NA	NA
Pimelodella figueroai	VTO_0060862	NA	NA	NA
Parauchenoglanis	VTO_0035179	337542	Parauchenoglanis	961404
Pimelodella serrata	VTO_0060860	NA	NA	NA
Lasiancistrus nationi	VTO_0060313	NA	NA	NA
Pimelodella odynea	VTO_0060869	NA	NA	NA
Pimelodella macturki	VTO_0060868	NA	NA	NA
Lasiancistrus guacharote	VTO_0060312	NA	NA	NA
Neoplecostomus microps	VTO_0037229	510766	Neoplecostomus microps	122084
Chaetostoma pearsei	VTO_0059993	NA	NA	NA
Astroblepus guentheri	VTO_0060643	NA	NA	NA
Neoplecostomus ribeirensis	VTO_0037222	745501	Neoplecostomus ribeirensis	144216
Bathybagrus tetranema	VTO_0035178	390420	Bathybagrus tetranema	1057303
Dasyloricaria latiura	VTO_0060317	NA	NA	NA
Noturus nocturnus	VTO_0036241	90667	Noturus nocturnus	621586
Rhamdella cainguae	VTO_0060932	NA	NA	NA
Dasyloricaria capetensis	VTO_0060316	NA	NA	NA
Chaetostoma leucomelas	VTO_0059992	NA	NA	NA
Ageneiosus inermis	VTO_0035045	642921	Ageneiosus inermis	1077781
Megalonema orixanthum	VTO_0059568	NA	NA	NA
Megalonema pauciradiatum	VTO_0059569	NA	NA	NA
Gogo atratus	VTO_0059562	NA	NA	NA
Gogo ornatus	VTO_0059563	NA	NA	NA
Ancharius griseus	VTO_0059560	NA	NA	NA
Ancharius fuscus	VTO_0059561	NA	NA	NA
Bergiaria platana	VTO_0059566	NA	NA	NA
Zungaro luetkeni	VTO_0059567	NA	NA	NA
Gogo brevibarbis	VTO_0059564	NA	NA	NA
Iheringichthys megalops	VTO_0059565	NA	NA	NA
Imparfinis spurrellii	VTO_0061000	NA	NA	NA
Chaetostoma taczanowskii	VTO_0059991	NA	NA	NA
Cetopsorhamdia filamentosa	VTO_0060796	NA	NA	NA
Aspidoras fuscoguttatus	VTO_0035205	245757	Aspidoras fuscoguttatus	216141
Aspidoras pauciradiatus	VTO_0035204	927707	Aspidoras pauciradiatus	791407
Aspidoras spilotus	VTO_0035207	NA	NA	NA
Aspidoras poecilus	VTO_0035206	245758	Aspidoras poecilus	216133
Callichthys callichthys	VTO_0035201	245775	Callichthys callichthys	267124
Callichthys	VTO_0035200	245774	Callichthys	267131
Aspidoras	VTO_0035202	245755	Aspidoras	216144
Lasiancistrus sp. (Armbruster 2004)	VTO_0060311	NA	NA	NA
Loricariichthys maculatus	VTO_0037143	503150	Loricariichthys maculatus	584021
Aspidoras taurus	VTO_0035209	NA	NA	NA
Pseudobagarius macronemus	VTO_0061330	NA	NA	NA
Pareutropius longifilis	VTO_0059698	NA	NA	NA
Pareutropius mandevillei	VTO_0059699	NA	NA	NA
Clarias planiceps	VTO_0059694	NA	NA	NA
Uegitglanis	VTO_0059695	NA	NA	NA
Uegitglanis zammaranoi	VTO_0059696	NA	NA	NA
Pareutropius buffei	VTO_0059697	NA	NA	NA
Clarias batu	VTO_0059690	NA	NA	NA
Clarias albopunctatus	VTO_0059691	NA	NA	NA
Clarias pseudoleiacanthus	VTO_0059692	NA	NA	NA
Ancistrus salgadae	VTO_0059952	NA	NA	NA
Orinocodoras sp. (Royero 1999)	VTO_0060785	NA	NA	NA
Bunocephalus n. sp. 3 (Friel 1994)	VTO_0059368	NA	NA	NA
Bunocephalus sp. (Friel 1994)	VTO_0059369	NA	NA	NA
Phenacorhamdia boliviana	VTO_0060949	NA	NA	NA
Bunocephalus colombianus	VTO_0059364	NA	NA	NA
Bunocephalus sp. (de Pinna 1993)	VTO_0059365	NA	NA	NA
Bunocephalus knerii	VTO_0059366	NA	NA	NA
Bunocephalus n. sp. 1 (Friel 1994)	VTO_0059367	NA	NA	NA
Bunocephalus sp. 2 (Chen 1994)	VTO_0059360	NA	NA	NA
Bunocephalus cf. knerii (Friel 1994)	VTO_0059361	NA	NA	NA
Bunocephalus doriae	VTO_0059362	NA	NA	NA
Bunocephalus amaurus	VTO_0059363	NA	NA	NA
Corydoras ellisae	VTO_0035331	NA	NA	NA
Corydoras elegans	VTO_0035330	NA	NA	NA
Corydoras ephippifer	VTO_0035332	NA	NA	NA
Corydoras trilineatus	VTO_0035334	NA	NA	NA
Corydoras stenocephalus	VTO_0035339	NA	NA	NA
Chaetostoma patiae	VTO_0059996	NA	NA	NA
Epactionotus itaimbezinho	VTO_0036969	510913	Epactionotus itaimbezinho	1013581
Zaireichthys mandevillei	VTO_0061213	NA	NA	NA
Zaireichthys camerunensis	VTO_0061212	NA	NA	NA
Zaireichthys brevis	VTO_0061211	NA	NA	NA
Zaireichthys rhodesiensis	VTO_0061210	NA	NA	NA
Psammphiletria delicata	VTO_0061217	NA	NA	NA
Pimelodella modestus	VTO_0060861	NA	NA	NA
Psammphiletria	VTO_0061215	NA	NA	NA
Zaireichthys sp. B (Vigliotta 2008)	VTO_0061214	NA	NA	NA
Lepthoplosternum tordilho	VTO_0035447	245784	Lepthoplosternum tordilho	1094981
Lepthoplosternum	VTO_0035446	245779	Lepthoplosternum	267141
Trachyglanis intermedius	VTO_0061219	NA	NA	NA
Trachyglanis	VTO_0061218	NA	NA	NA
Dianema	VTO_0035443	245712	Dianema	1041660
Scleromystax prionotos	VTO_0035442	245760	Scleromystax prionotos	476416
Tachysurus fulvidraco	VTO_0035117	1234273	Tachysurus fulvidraco	119433
Tachysurus	VTO_0035116	641818	Tachysurus	203396
